id,price,baths,rooms,sqm,description,location,size_raw,url,title,description_source,scraped_at
1543825,27500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1543825/,5 Marla House for Sale,enriched,2026-08-18T03:28:55+0500
1543822,29500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1543822/,5 Marla House for Sale,enriched,2026-08-18T03:29:00+0500
1543821,65000000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1543821/,10 Marla House for Sale,enriched,2026-08-18T03:29:04+0500
1543721,12000000,4,4,84,It is basically a cliff side house with an amazing view of the murre expressway and s,Satra Meel,4 marla,https://www.graana.com/property/listing-1543721/,4 Marla House for Sale,graana,2026-08-18T03:29:08+0500
1543581,59500000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1543581/,10 Marla House for Sale,enriched,2026-08-18T03:29:13+0500
1543510,31000000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1543510/,5 Marla House for Sale,enriched,2026-08-18T03:29:18+0500
1543494,27500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1543494/,5 Marla House for Sale,enriched,2026-08-18T03:29:22+0500
1543387,33000000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1543387/,5 Marla House for Sale,enriched,2026-08-18T03:29:27+0500
1543097,28500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1543097/,5 Marla House for Sale,enriched,2026-08-18T03:29:32+0500
1543024,58500000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1543024/,10 Marla House for Sale,enriched,2026-08-18T03:29:37+0500
1543011,65000000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1543011/,10 Marla House for Sale,enriched,2026-08-18T03:29:42+0500
1542970,38500000,4,4,146,"7 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Multi Gardens, B-17, Block-D, Islamabad Condition: Excellent - in a good shape & well maintained. Amenities: kitchen, parking, TV lounge, drawing room, servant quarter. Utilities: gas, sewerage, electricity, water supply. Nearby: mosque nearby, schools nearby, hospitals nearby, restaurants nearby.","Multi Gardens, B-17, Block-D",7 marla,https://www.graana.com/property/listing-1542970/,7 Marla House for Sale,enriched,2026-08-18T03:29:47+0500
1542868,14000000,7,8,125,"An excellent investment opportunity or a perfect spacious home for a large family! This beautifully designed triple-story house is located in Sector E-13, Johd Road, right near Shamshad Market and Golra Railway Station. House Specifications Layout:Plot Size: 6 Marla (30*50)Water Supply: Underground boring pump installed (Excellent water level at 6070 ft depth). Floor Breakdown:Ground Floor:2 Bedrooms1 Spacious TV Lounge 1 Drawing Room1 Kitchen3 BathroomsParking: Large car porch (fits 2 cars and 2 bikes) + a separate gated gallery for ventilation and extra bike parking. First Floor (Designer Look):Premium, modern finish with a designer touch3 Bedrooms1 TV Lounge1 Kitchen3 BathroomsSecond Floor:2 Bedrooms1 BathroomAmple open roof/space for outdoor seating or events. Location Highlights:Situated in Sector E-13, Johd Road. Very close to Shamshad Market. Easy access to Golra Railway Station. Price: Asking price is negotiable. Serious buyers are requested to contact directly for the price and more details.",E-14,6 marla,https://www.graana.com/property/listing-1542868/,Triple Story Designer House for sale in sector E13 johd road.,graana,2026-08-18T03:29:50+0500
1542843,58500000,5,5,167,"8 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,8 marla,https://www.graana.com/property/listing-1542843/,8 Marla House for Sale,enriched,2026-08-18T03:29:55+0500
1542749,65000000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1542749/,10 Marla House for Sale,enriched,2026-08-18T03:30:00+0500
1542746,60000000,5,5,209,"10 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1542746/,10 Marla House for Sale,enriched,2026-08-18T03:30:04+0500
1542604,92500000,5,5,105,"5 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in D-12, Islamabad Condition: Excellent - in a good shape & well maintained. Amenities: kitchen, parking, TV lounge, dining room, drawing room, servant quarter. Utilities: gas, sewerage, electricity, water supply. Nearby: mosque nearby, restaurants nearby.",D-12,5 marla,https://www.graana.com/property/listing-1542604/,5 Marla House for Sale,enriched,2026-08-18T03:30:09+0500
1542468,40000000,6,6,293,14 Marla house available for sale D block St no 28 Double unit house 6 bedrooms with attached bathrooms 2 kitchens 2 drawing rooms Servant room Gas & electricity meters installed Water bore available Demand 4 crore,D-17,14 marla,https://www.graana.com/property/listing-1542468/,14 Marla House for Sale,graana,2026-08-18T03:30:13+0500
1542272,39000000,7,6,209,"HOUSE FOR SALE Prime Location, Solid Construction (30x70, Closed End Street) Block A, D-17/2 (Margalla View Housing Society - CDA sector) Located at Main GT Road, just after Sanjani Toll Plaza, within a 20 min drive from main Islamabad via Iran/Margalla Avenue Property Highlights: - Ground floor: 2 beds with attached baths, drawing, dining & powder room - First floor: 3 beds with attached baths, drawing & dining room - Servant quarter at Mumty - 2 stylish open kitchens and spacious TV lounges on both floors - Wide porch with ample parking for 2 cars - Reliable water supply: 220 ft bore (runs continuously for 2 hrs) + societys dam water supplied on alternate days - Just a 5 minutes walk from the house to the Markaz & a big family park. This beautifully built 6-bedroom double-story house comes with premium finishes including: Solid 8 ft. wooden doors Al Ghani Tiles Faysal sanitary fittings and accessories Al Noor sheets in kitchen and wardrobes Walls painted with Nippon Paint Fischer dual-purpose (gas + electric) geyser with auto-ignition Turk Plast and Popular piping used for electric and sanitary facilities Genuine Pakistan Cables electric wiring and switches 60-grade full gauge steel SK inverter fans",D-17,10 marla,https://www.graana.com/property/listing-1542272/,10 Marla House for Sale,graana,2026-08-18T03:30:17+0500
1542262,29000000,6,6,146,"30*60 house available for sale St no 76 Corner house Double unit 4 bedrooms with attached bathrooms 2 drawing rooms 2 kitchens Neat and clean house Demand 2,90",D-17,7 marla,https://www.graana.com/property/listing-1542262/,7 Marla House for Sale,graana,2026-08-18T03:30:26+0500
1542139,23000000,6,6,105,"5 Marla house for sale double and hlaf stori, 6 bedrooms, 6 bathrooms, located in Chak Shahzad, Islamabad Condition: Brand new. Amenities: balcony, kitchen, TV lounge, furnished, store room, drawing room, laundry room. Utilities: electricity. Nearby: schools nearby, hospitals nearby.",Chak Shahzad,5 marla,https://www.graana.com/property/listing-1542139/,5 Marla house for sale double and hlaf stori,enriched,2026-08-18T03:30:31+0500
1542095,59500000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1542095/,10 Marla House for Sale,enriched,2026-08-18T03:30:35+0500
1542090,58500000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1542090/,10 Marla House for Sale,enriched,2026-08-18T03:30:40+0500
1542072,28500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1542072/,5 Marla House for Sale,enriched,2026-08-18T03:30:45+0500
1541983,80000000,4,4,161,"House for sale in a prime location of Islamabad G-9/4 st 64Details:Ground floor: 2 bedrooms with attached bath, drawing room, dining room, kitchen, porch, sehan, store1st floor: 2 bedroom with attached bath, lounge, terrace, kitchen and balcony.Demand is 8 crore Supply water, 1 meter of electricity and 1 meter of gas. CDA transfer property",G-9/4,7.7 marla,https://www.graana.com/property/listing-1541983/,7.7 Marla house for sale,graana,2026-08-18T03:30:53+0500
1541975,70000000,7,7,105,7 Bedroom darwing kitchen etc house s basment available for sale,D-12,5 marla,https://www.graana.com/property/listing-1541975/,5 Marla House for Sale,graana,2026-08-18T03:30:57+0500
1541781,34000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1541781/,7 Marla House for Sale,synthesized,2026-08-18T03:31:03+0500
1541778,36000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1541778/,7 Marla House for Sale,synthesized,2026-08-18T03:31:08+0500
1541587,60000000,8,6,251,"12 Marla House for Sale, 6 bedrooms, 8 bathrooms, located in Media Town, Islamabad",Media Town,12 marla,https://www.graana.com/property/listing-1541587/,12 Marla House for Sale,synthesized,2026-08-18T03:31:13+0500
1541586,72500000,8,6,251,"12 Marla House for Sale, 6 bedrooms, 8 bathrooms, located in Media Town, Islamabad",Media Town,12 marla,https://www.graana.com/property/listing-1541586/,12 Marla House for Sale,synthesized,2026-08-18T03:31:18+0500
1541585,67000000,8,6,251,"12 Marla House for Sale, 6 bedrooms, 8 bathrooms, located in Media Town, Islamabad",Media Town,12 marla,https://www.graana.com/property/listing-1541585/,12 Marla House for Sale,synthesized,2026-08-18T03:31:23+0500
1541584,105000000,8,6,418,"1 Kanal House for Sale, 6 bedrooms, 8 bathrooms, located in Media Town, Islamabad",Media Town,1 kanal,https://www.graana.com/property/listing-1541584/,1 Kanal House for Sale,synthesized,2026-08-18T03:31:27+0500
1541583,72500000,8,6,251,"12 Marla House for Sale, 6 bedrooms, 8 bathrooms, located in Media Town, Islamabad",Media Town,12 marla,https://www.graana.com/property/listing-1541583/,12 Marla House for Sale,synthesized,2026-08-18T03:31:33+0500
1541550,29500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1541550/,5 Marla House for Sale,enriched,2026-08-18T03:31:38+0500
1541531,38000000,6,6,209,"10 Marla structure for sale , 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1541531/,10 Marla structure for sale ,enriched,2026-08-18T03:31:43+0500
1541530,58500000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1541530/,10 Marla House for Sale,enriched,2026-08-18T03:31:48+0500
1541429,16700000,5,3,105,5 marla double storey availble for sale and a room with attached bath on 3rd floor in model town humak islamabad.3 bad rooms with attached bath and 2 seperate washroom.2 gas and 2 electricity meter installed.all dues and taxes are cleared.for 2ng portion entrance door is seperate from car porch.feel free to contact.03015999355,Humak,5 marla,https://www.graana.com/property/listing-1541429/,5 Marla house for sale,graana,2026-08-18T03:31:51+0500
1541291,28500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1541291/,5 Marla House for Sale,enriched,2026-08-18T03:31:56+0500
1541288,59500000,5,5,209,"10 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1541288/,10 Marla House for Sale,enriched,2026-08-18T03:32:01+0500
1541204,28500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1541204/,5 Marla House for Sale,enriched,2026-08-18T03:32:05+0500
1541191,55000000,5,5,209,"10 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1541191/,10 Marla House for Sale,enriched,2026-08-18T03:32:10+0500
1541163,60000000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in D-12, Islamabad Condition: Good - in a good shape, needs cosmetic updates. Amenities: kitchen, parking, TV lounge, drawing room. Utilities: gas, sewerage, electricity, water supply. Nearby: mosque nearby, restaurants nearby.",D-12,5 marla,https://www.graana.com/property/listing-1541163/,5 Marla House for Sale,enriched,2026-08-18T03:32:14+0500
1541088,59500000,5,4,105,"5marla brand new corner house available for sale, in front of 10th avenue, prime location, A+ construction, available for sale",I-9/1,5 marla,https://www.graana.com/property/listing-1541088/,5 Marla house for sale,graana,2026-08-18T03:32:18+0500
1541081,48500000,5,5,167,"8 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,8 marla,https://www.graana.com/property/listing-1541081/,8 Marla House for Sale,enriched,2026-08-18T03:32:23+0500
1541080,28500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1541080/,5 Marla House for Sale,enriched,2026-08-18T03:32:27+0500
1541074,58500000,7,6,209,"10 Marla House for Sale, 6 bedrooms, 7 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1541074/,10 Marla House for Sale,enriched,2026-08-18T03:32:32+0500
1541060,75000000,6,5,146,"7 Marla House for Sale, 5 bedrooms, 6 bathrooms, located in G-13/4, Islamabad Condition: Brand new. Amenities: 2 kitchens, parking, 2 TV lounges, store room, drawing room, laundry room, servant quarter. Utilities: gas, electricity, water supply. Communication: internet access, cable TV. Nearby: mosque nearby, schools nearby, hospitals nearby, restaurants nearby.",G-13/4,7 marla,https://www.graana.com/property/listing-1541060/,7 Marla House for Sale,enriched,2026-08-18T03:32:36+0500
1541058,73000000,6,5,146,"7 Marla House for Sale, 5 bedrooms, 6 bathrooms, located in G-13/1, Islamabad Condition: Brand new. Amenities: 2 kitchens, parking, 2 TV lounges, store room, drawing room, laundry room, servant quarter. Utilities: gas, electricity, water supply. Communication: internet access, cable TV. Nearby: mosque nearby, schools nearby, hospitals nearby, restaurants nearby.",G-13/1,7 marla,https://www.graana.com/property/listing-1541058/,7 Marla House for Sale,enriched,2026-08-18T03:32:41+0500
1541024,30000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1541024/,7 Marla House for Sale,synthesized,2026-08-18T03:32:46+0500
1540800,60000000,7,7,209,"10 Marla House for Sale, 7 bedrooms, 7 bathrooms, located in Bahria Enclave, Islamabad Condition: Good - in a good shape, needs cosmetic updates.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1540800/,10 Marla House for Sale,enriched,2026-08-18T03:33:02+0500
1540779,58500000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1540779/,10 Marla House for Sale,enriched,2026-08-18T03:33:06+0500
1540711,40000000,5,5,167,"8 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,8 marla,https://www.graana.com/property/listing-1540711/,8 Marla House for Sale,enriched,2026-08-18T03:33:11+0500
1540602,49000000,5,4,209,"top city Islamabad A block 10marla house, A+ construction, prime location, near to mosque and commercial",TopCity-1 ,10 marla,https://www.graana.com/property/listing-1540602/,10 Marla house for sale in Islamabad,graana,2026-08-18T03:33:15+0500
1540597,35000000,5,4,105,"park view city Islamabad H block, 26*50 size 5marla, premium location, with A+ construction, 2min from dancing fountain, full develop block,",Park View City,5 marla,https://www.graana.com/property/listing-1540597/,5 Marla brand new house house for sale,graana,2026-08-18T03:33:19+0500
1540445,13500000,3,2,167,8 Marla grey structure 2bed lounge kitchen drawing,Bani Gala,8 marla,https://www.graana.com/property/listing-1540445/,8 Marla house for sale,graana,2026-08-18T03:33:23+0500
1540358,28500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1540358/,5 Marla House for Sale,enriched,2026-08-18T03:33:27+0500
1540350,58500000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1540350/,10 Marla House for Sale,enriched,2026-08-18T03:33:32+0500
1540317,58500000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1540317/,10 Marla House for Sale,enriched,2026-08-18T03:33:37+0500
1540302,53000000,8,6,418,"1 Kanal House for Sale, 6 bedrooms, 8 bathrooms, located in Soan Garden, Islamabad",Soan Garden,1 kanal,https://www.graana.com/property/listing-1540302/,1 Kanal House for Sale,synthesized,2026-08-18T03:33:43+0500
1540297,34000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Soan Garden, Islamabad",Soan Garden,7 marla,https://www.graana.com/property/listing-1540297/,7 Marla House for Sale,synthesized,2026-08-18T03:33:50+0500
1540293,30000000,5,4,125,"6 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Soan Garden, Islamabad",Soan Garden,6 marla,https://www.graana.com/property/listing-1540293/,6 Marla House for Sale,synthesized,2026-08-18T03:33:54+0500
1540290,32500000,5,4,125,"6 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Soan Garden, Islamabad",Soan Garden,6 marla,https://www.graana.com/property/listing-1540290/,6 Marla House for Sale,synthesized,2026-08-18T03:33:59+0500
1540170,12500000,2,2,89,"955 Ft² House for Sale, 2 bedrooms, 2 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,955 sqft,https://www.graana.com/property/listing-1540170/,955 Ft² House for Sale,enriched,2026-08-18T03:34:03+0500
1540157,95000000,7,7,418,"1 Kanal House for Sale, 7 bedrooms, 7 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,1 kanal,https://www.graana.com/property/listing-1540157/,1 Kanal House for Sale,enriched,2026-08-18T03:34:08+0500
1540151,55000000,4,3,84,"4 Marla House for Sale, 3 bedrooms, 4 bathrooms, located in D-12/2, Islamabad Condition: Brand new. Amenities: 2 kitchens, parking, 2 TV lounges, store room, drawing room, laundry room. Utilities: gas, electricity, water supply. Communication: internet access, cable TV. Nearby: mosque nearby, schools nearby, hospitals nearby, restaurants nearby.",D-12/2,4 marla,https://www.graana.com/property/listing-1540151/,4 Marla House for Sale,enriched,2026-08-18T03:34:13+0500
1540147,53000000,4,3,84,"4 Marla House for Sale, 3 bedrooms, 4 bathrooms, located in D-12/2, Islamabad Condition: Brand new. Amenities: 2 kitchens, parking, 2 TV lounges, store room, drawing room, laundry room. Utilities: gas, electricity, water supply. Communication: internet access, cable TV. Nearby: mosque nearby, schools nearby, hospitals nearby, restaurants nearby.",D-12/2,4 marla,https://www.graana.com/property/listing-1540147/,4 Marla House for Sale,enriched,2026-08-18T03:34:18+0500
1540146,52000000,4,3,84,"4 Marla House for Sale, 3 bedrooms, 4 bathrooms, located in D-12/2, Islamabad Condition: Brand new. Amenities: 2 kitchens, parking, 2 TV lounges, store room, drawing room, laundry room. Utilities: gas, electricity, water supply. Communication: internet access, cable TV. Nearby: mosque nearby, schools nearby, hospitals nearby, restaurants nearby.",D-12/2,4 marla,https://www.graana.com/property/listing-1540146/,4 Marla House for Sale,enriched,2026-08-18T03:34:23+0500
1540145,58500000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1540145/,10 Marla House for Sale,enriched,2026-08-18T03:34:28+0500
1540137,29500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1540137/,5 Marla House for Sale,enriched,2026-08-18T03:34:33+0500
1540069,18000000,3,3,105,"5 Marla House for Sale, 3 bedrooms, 3 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,5 marla,https://www.graana.com/property/listing-1540069/,5 Marla House for Sale,enriched,2026-08-18T03:34:38+0500
1540067,18000000,3,3,105,"5 Marla House for Sale, 3 bedrooms, 3 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,5 marla,https://www.graana.com/property/listing-1540067/,5 Marla House for Sale,enriched,2026-08-18T03:34:42+0500
1540062,32500000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1540062/,7 Marla House for Sale,enriched,2026-08-18T03:34:47+0500
1540056,33500000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1540056/,7 Marla House for Sale,enriched,2026-08-18T03:34:51+0500
1539978,16000000,4,5,105,House info:5 Bedrooms 2 Tv Lounge 1 Drawing room 4 Bathrooms location: https://maps.app.goo.gl/7UBDWjpHXs8JE36k6?gst=aw,Madina Town,5 marla,https://www.graana.com/property/listing-1539978/,5 Marla double story house for sale,graana,2026-08-18T03:34:56+0500
1539976,70000000,9,9,418,"Golden opportunity to own a premium house in one of the most prime and highly demanded locations of Bahria Town. This beautifully located property offers excellent living standards, strong investment potential, and direct dealing with the owner for a transparent and smooth transaction. Triple Storey House Is Available For Sale In Bahria Town Phase 4 Corniche Road Main Boulevard 3 Tv Lounges Drawing Rooms Dinning Rooms 2 Kitchens 10 Bedrooms Attached Bathrooms Powder Room Every Facility Available Here URGENT SALE LUXURY HOUSE AVAILABLE IN Bahria Town Phase 4 Demand: 7.5 Crore PKR (Negotiable) Direct Meeting with Owner Prime Location Bahria Town Phase 4 Ideal for Living Investment Easy Access to Commercial Areas, Schools Main Boulevards This is an urgent sale, making it a great chance for serious buyers looking for value and negotiation flexibility. Properties in this location are limited and highly sought after. Contact now for complete details, pictures, and site visit. RMA Estate Builders",Bahria Town Phase 4,1 kanal,https://www.graana.com/property/listing-1539976/,1 Kanal house for sale,graana,2026-08-18T03:35:00+0500
1539952,98000000,7,7,418,"1 Kanal House for Sale, 7 bedrooms, 7 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,1 kanal,https://www.graana.com/property/listing-1539952/,1 Kanal House for Sale,enriched,2026-08-18T03:35:05+0500
1539949,59500000,5,5,209,"10 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1539949/,10 Marla House for Sale,enriched,2026-08-18T03:35:10+0500
1539942,58500000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1539942/,10 Marla House for Sale,enriched,2026-08-18T03:35:15+0500
1539812,58500000,6,6,209,"10 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1539812/,10 Marla House for Sale,enriched,2026-08-18T03:35:19+0500
1539810,28700000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1539810/,5 Marla House for Sale,enriched,2026-08-18T03:35:28+0500
1539777,35000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1539777/,7 Marla House for Sale,synthesized,2026-08-18T03:35:33+0500
1539774,35000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1539774/,7 Marla House for Sale,synthesized,2026-08-18T03:35:38+0500
1539769,34000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1539769/,7 Marla House for Sale,synthesized,2026-08-18T03:35:43+0500
1539759,85000000,8,6,418,"1 Kanal House for Sale, 6 bedrooms, 8 bathrooms, located in PWD, Islamabad",PWD,1 kanal,https://www.graana.com/property/listing-1539759/,1 Kanal House for Sale,synthesized,2026-08-18T03:35:48+0500
1539731,29500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1539731/,5 Marla House for Sale,enriched,2026-08-18T03:35:53+0500
1539724,70000000,8,6,251,"12 Marla House for Sale, 6 bedrooms, 8 bathrooms, located in PWD, Islamabad",PWD,12 marla,https://www.graana.com/property/listing-1539724/,12 Marla House for Sale,synthesized,2026-08-18T03:35:59+0500
1539688,36000000,5,5,167,"8 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,8 marla,https://www.graana.com/property/listing-1539688/,8 Marla House for Sale,enriched,2026-08-18T03:36:03+0500
